"PC1","PC2","PC3","Estimated_fire_area"
1.55009308989782,0.432910294946753,1.40070578597623,0.000322437412845852
0.884763464562524,-0.387264670867503,0.198929610865246,0.0117717400299581
0.886595204162287,-0.00937887875830047,0.132397875490854,0.016434231885987
1.28833865829542,-0.0221113542168917,0.472295537351375,0.0136878136444237
1.36967687483752,-0.223186931735094,0.146635381834032,0.0233218187837807
-0.198067551832264,1.25966574953839,0.361864038855073,0.0034159398848384
-0.170529461406396,0.162696160273219,0.64659811898048,0.000299866793946643
-1.98927501231031,0.0309881709637971,-0.195806196251695,0.000483656119268779
0.0298302118012011,-1.20734365051136,0.532095184590706,0.0127410546580316
0.866637992360185,-0.562514431271685,0.986885167275125,0.00564265472480242
0.636387356971805,0.351350060289242,0.886761862353169,0.00351456780001979
1.20592145188091,-0.512578474448926,0.660811641590051,0.00532779459115844
0.914529832884387,0.816272931233971,0.747423012130664,0.00452978502606936
1.00203990816099,1.02426956760002,0.594429160638382,0.00820890795041712
1.39168490746234,0.706912576850798,0.637196354179513,0.00490691117425859
2.05236202239997,-1.49978119499891,-0.0971771637428745,0.0296440618494106
1.84329480503606,-1.57109450954648,-0.303173216584604,0.0381674877403185
1.55318022086387,-1.63241824361254,-0.145447493922732,0.0161098142882577
1.48882558048375,-0.620213126313344,0.126308064697528,0.0238528343651514
0.584104800006169,-0.432497382750608,0.449253967822424,0.00939255145535393
0.101856355524345,-2.19682297547233,0.583661613345336,0.00195304947140394
-0.498599654420364,-0.73052699492408,0.560606068909735,0.000653338807778909
0.189704924268554,-1.49629290634839,0.545298970657885,0.00120430373697926
-0.178620968780289,0.794992215745204,0.955876316059855,0.00125520278576742
1.02184345019964,-0.424816285777158,1.16950243347727,0.00067711856697629
0.685706538605744,0.219488482286917,0.535974750205918,0.0143824673623031
1.06457260563846,0.297688524620433,0.77707863832575,0.00172201730797988
1.97005681977866,-1.64917501805817,0.366445588919097,0.00567095756509097
2.72521852698045,-3.22240556970028,-0.0449413348725894,0.00986696868676214
1.08969295421028,0.935108543052739,0.491394937437914,0.00324297628763603
1.45024759847517,-1.32023433045014,-0.276634060843512,0.00798800304957694
0.781428391641417,0.199576770643316,0.0233418933217561,0.00160842529495012
0.149543685857416,1.22050907928528,0.209299303614398,0.000405196348755882
0.83120062316429,1.14108782215479,0.492973464258841,0.000989882857436767
1.20804364912567,1.10087481578326,0.529071849821131,0.000839949460463446
1.83316785827405,-0.7479305619113,0.025577721000043,0.00165249174083499
1.58086844688283,-1.252244857605,-0.241480891007792,0.00116906593393487
1.24753946085182,0.390347074956035,0.0877280616352792,0.00163291518385681
1.66005285259031,-0.325138038405561,0.0795158668542387,0.0033147461707199
1.1252737859036,-0.322898887998958,-0.0161755212051676,0.000806093532114631
-1.7478284667319,-1.11995183599205,-0.225734405233282,1.61218706422926e-05
-1.93767366930534,0.731697213368766,0.553763080533935,0.000802869157986173
-1.51393078300215,-4.19118212012518,1.00538738527213,0.00658094759618385
-1.29524679524279,-1.69967669057596,1.38988148239962,0.00161347681388065
-1.87587371406544,0.318971217222472,1.40577968487949,5.15899860553364e-05
-1.20432364442385,0.185972753663439,0.894265605921965,0.000877029762940719
-0.604734642410982,-0.18558762205486,0.771209316986623,0.00221192065212255
-0.657677740002178,-0.659067647905295,0.43766849200837,0.0026278649146937
-3.17503669246236,-0.357173426252573,0.809576865363618,3.38559283488145e-05
-2.35783629413367,-0.90791620899969,0.682791738025401,0.00156543363936661
-2.35565246666285,-0.308989281466422,0.312274223511631,0.00294546576634686
-2.1212638059321,0.174622549778716,0.604781304082664,0.000781910726151192
-1.60893219880906,-0.864262605738716,0.237737964399221,0.0037080302477273
-1.92758419106524,0.920854189664964,0.87987916598476,5.15899860553364e-05
-1.57248847862366,0.831206983333744,0.923597656440629,0.00010962872036759
-0.824996493644796,-0.17042649144656,0.893194436130675,0.00635257509806433
-1.09728806391816,0.487521455742809,0.574604584639378,0.0054765994571868
-1.17912700332991,0.536221733969578,0.308804143946462,0.00176749441754595
-0.341134531275901,-0.91949085128733,0.220911612337415,0.011528485884461
-0.890851202661433,-0.017009961466156,0.511697307499074,0.0131236987598884
-0.616630920617939,0.407586194291597,0.620501366438237,0.0032888616110277
-0.116378973371851,-1.41523532685408,0.0247447855003784,0.0177656376136609
-0.549112432305879,-0.661323021181128,0.802149690657957,0.0153457637895727
-1.05783122646247,-0.735272932418227,0.727478367087541,0.00957726634855494
-2.05585523520734,0.199456192114223,0.440589150466405,0.01041571366017
-1.48556362099287,0.0175423193422624,0.610496602333147,0.001329046711074
-2.73324966615786,-1.44682967492849,1.45511116034725,0.00134617619863143
-2.94088875539795,-2.69045335324222,1.49409749075349,0.00458707524449831
-6.16668730663439,0.469843666391802,-0.0595433505522156,5.15899860553364e-05
-2.85724546109759,-1.08303410983433,1.06519282917162,0.00110273595193282
